,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2
38,0.22457618713378907,0.0035179646545105032,0.006658029556274414,0.0002776237254997957,0.01,2,512,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
39,0.22585740089416503,0.002193989509305652,0.0066201210021972655,0.00012502606636892116,0.01,2,512,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
40,0.2242138385772705,0.001460005276066622,0.008940649032592774,0.004641467623607296,0.01,2,512,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
41,0.22161951065063476,0.002637839776643677,0.006587362289428711,0.00012196694781084744,0.01,2,512,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
42,0.22437696456909179,0.004595145968448583,0.006893539428710937,0.0006142528580985929,0.01,2,512,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
43,0.22025346755981445,0.000822580074131683,0.00849146842956543,0.0037053182828066817,0.01,2,512,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
88,0.1368124008178711,0.0025434923624287446,0.005500268936157226,0.00012755722861640246,0.01,3,256,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.664,0.66,0.668,0.652,0.664,0.8316000000000001,0.00542586398650022,49,0.664,0.66,0.668,0.652,0.664,0.6616000000000001,0.00542586398650022,49
45,0.22658724784851075,0.009573281594487048,0.008806753158569335,0.004293725147051151,0.01,2,512,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
46,0.22284965515136718,0.0022587786471763363,0.006676721572875977,0.0001958225944802538,0.01,2,512,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
47,0.22355270385742188,0.00497768162785672,0.0065596580505371095,0.00018072111939999066,0.01,2,512,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.652,0.664,0.668,0.664,0.66,0.8316000000000001,0.00542586398650022,49,0.652,0.664,0.668,0.664,0.66,0.6616000000000001,0.00542586398650022,49
128,0.0871009349822998,0.0025308414000362817,0.004680156707763672,9.939727465072558e-05,0.01,4,128,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.664,0.66,0.664,0.656,0.664,0.8316000000000001,0.0032000000000000028,49,0.664,0.66,0.664,0.656,0.664,0.6616000000000001,0.0032000000000000028,49
129,0.08532280921936035,0.0038465506971257116,0.004685354232788086,8.458308965390642e-05,0.01,4,128,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.664,0.66,0.664,0.656,0.664,0.8316000000000001,0.0032000000000000028,49,0.664,0.66,0.664,0.656,0.664,0.6616000000000001,0.0032000000000000028,49
130,0.082305908203125,0.0017697527225493345,0.005398273468017578,0.0014659451448714672,0.01,4,128,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.664,0.66,0.664,0.656,0.664,0.8316000000000001,0.0032000000000000028,49,0.664,0.66,0.664,0.656,0.664,0.6616000000000001,0.0032000000000000028,49
131,0.08700680732727051,0.003250934106640236,0.004703950881958008,0.00018434739148607122,0.01,4,128,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.664,0.66,0.664,0.656,0.664,0.8316000000000001,0.0032000000000000028,49,0.664,0.66,0.664,0.656,0.664,0.6616000000000001,0.0032000000000000028,49
140,0.08361515998840333,0.001797041209198333,0.004676532745361328,9.83928258834784e-05,0.01,4,128,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.664,0.66,0.664,0.656,0.664,0.8316000000000001,0.0032000000000000028,49,0.664,0.66,0.664,0.656,0.664,0.6616000000000001,0.0032000000000000028,49
141,0.08355751037597656,0.0012125188361368396,0.0046631813049316405,0.00011566848800550785,0.01,4,128,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.664,0.66,0.664,0.656,0.664,0.8316000000000001,0.0032000000000000028,49,0.664,0.66,0.664,0.656,0.664,0.6616000000000001,0.0032000000000000028,49
142,0.08250980377197266,0.0025562027134126545,0.004893112182617188,0.00048184602228291214,0.01,4,128,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.664,0.66,0.664,0.656,0.664,0.8316000000000001,0.0032000000000000028,49,0.664,0.66,0.664,0.656,0.664,0.6616000000000001,0.0032000000000000028,49
95,0.13766732215881347,0.00195916764622124,0.005545949935913086,0.00017692943641344893,0.01,3,256,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.664,0.66,0.668,0.652,0.664,0.8316000000000001,0.00542586398650022,49,0.664,0.66,0.668,0.652,0.664,0.6616000000000001,0.00542586398650022,49
94,0.13579268455505372,0.0016745456048541548,0.0055908203125,0.0004238512560868016,0.01,3,256,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.664,0.66,0.668,0.652,0.664,0.8316000000000001,0.00542586398650022,49,0.664,0.66,0.668,0.652,0.664,0.6616000000000001,0.00542586398650022,49
87,0.1395568370819092,0.003453356233187662,0.005473804473876953,0.00012797659077164682,0.01,3,256,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.664,0.66,0.668,0.652,0.664,0.8316000000000001,0.00542586398650022,49,0.664,0.66,0.668,0.652,0.664,0.6616000000000001,0.00542586398650022,49
204,0.09607982635498047,0.0031573764598954637,0.0051325798034667965,0.00012978878538547788,0.01,5,128,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.66,0.668,0.664,0.648,0.664,0.8308000000000001,0.006881860213634107,89,0.66,0.668,0.664,0.648,0.664,0.6608,0.006881860213634107,89
207,0.1041759967803955,0.009213613374487853,0.005187368392944336,0.00025293344214763524,0.01,5,128,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.66,0.668,0.664,0.648,0.664,0.8308000000000001,0.006881860213634107,89,0.66,0.668,0.664,0.648,0.664,0.6608,0.006881860213634107,89
205,0.09519615173339843,0.00323483579692546,0.005129194259643555,0.00020018709761204182,0.01,5,128,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.66,0.668,0.664,0.648,0.664,0.8308000000000001,0.006881860213634107,89,0.66,0.668,0.664,0.648,0.664,0.6608,0.006881860213634107,89
203,0.0982658863067627,0.0045740222394937274,0.005229139328002929,0.00017909743405645934,0.01,5,128,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.66,0.668,0.664,0.648,0.664,0.8308000000000001,0.006881860213634107,89,0.66,0.668,0.664,0.648,0.664,0.6608,0.006881860213634107,89
202,0.09744887351989746,0.003604428333170627,0.0050793647766113285,0.000139808183151428,0.01,5,128,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.66,0.668,0.664,0.648,0.664,0.8308000000000001,0.006881860213634107,89,0.66,0.668,0.664,0.648,0.664,0.6608,0.006881860213634107,89
201,0.09368200302124023,0.0016941953463504556,0.0060559272766113285,0.0013955409139394953,0.01,5,128,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.66,0.668,0.664,0.648,0.664,0.8308000000000001,0.006881860213634107,89,0.66,0.668,0.664,0.648,0.664,0.6608,0.006881860213634107,89
200,0.09390873908996582,0.003054954156534791,0.005587530136108398,0.0006420258176904187,0.01,5,128,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.66,0.668,0.664,0.648,0.664,0.8308000000000001,0.006881860213634107,89,0.66,0.668,0.664,0.648,0.664,0.6608,0.006881860213634107,89
206,0.09521064758300782,0.0030034625043919025,0.0065190792083740234,0.002482434382413775,0.01,5,128,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.66,0.668,0.664,0.648,0.664,0.8308000000000001,0.006881860213634107,89,0.66,0.668,0.664,0.648,0.664,0.6608,0.006881860213634107,89
257,0.1108811378479004,0.006204557705213569,0.006397628784179687,0.0013772554230348246,0.01,6,128,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
192,0.09492354393005371,0.0029648676410432176,0.005091667175292969,0.00014606309079333963,0.01,5,128,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.66,0.668,0.664,0.644,0.664,0.8300000000000001,0.00839047078536122,97,0.66,0.668,0.664,0.644,0.664,0.66,0.00839047078536122,97
193,0.09574570655822753,0.0027174569219485718,0.005087423324584961,0.0001195366560616402,0.01,5,128,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.66,0.668,0.664,0.644,0.664,0.8300000000000001,0.00839047078536122,97,0.66,0.668,0.664,0.644,0.664,0.66,0.00839047078536122,97
256,0.10540385246276855,0.0025898345623207486,0.005464076995849609,0.00014367310104379668,0.01,6,128,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
260,0.10714836120605468,0.001398005964603185,0.005714941024780274,0.0005462635204434071,0.01,6,128,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
258,0.10770659446716309,0.002833366841027614,0.005521821975708008,6.567250905431688e-05,0.01,6,128,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
259,0.10671710968017578,0.0035086933161753847,0.00551137924194336,0.00015813739117499654,0.01,6,128,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
197,0.0941401481628418,0.001888265787929887,0.005083656311035157,0.00011920343384665888,0.01,5,128,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.66,0.668,0.664,0.644,0.664,0.8300000000000001,0.00839047078536122,97,0.66,0.668,0.664,0.644,0.664,0.66,0.00839047078536122,97
261,0.10809473991394043,0.008233474677386023,0.005976057052612305,0.0007782729723054275,0.01,6,128,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
262,0.1045370101928711,0.0032124198081307114,0.005509376525878906,0.00024208680177333905,0.01,6,128,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
196,0.09407176971435546,0.0030419616401754623,0.00515451431274414,0.00021823459933532804,0.01,5,128,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.66,0.668,0.664,0.644,0.664,0.8300000000000001,0.00839047078536122,97,0.66,0.668,0.664,0.644,0.664,0.66,0.00839047078536122,97
134,0.08327841758728027,0.003171127143205631,0.0054508686065673825,0.0016170964886263039,0.01,4,128,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.656,0.66,0.664,0.656,0.664,0.8300000000000001,0.0035777087639996667,97,0.656,0.66,0.664,0.656,0.664,0.66,0.0035777087639996667,97
132,0.08442306518554688,0.001638060950881463,0.004787158966064453,0.00017468442326970911,0.01,4,128,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.656,0.66,0.664,0.656,0.664,0.8300000000000001,0.0035777087639996667,97,0.656,0.66,0.664,0.656,0.664,0.66,0.0035777087639996667,97
133,0.08390660285949707,0.002158059422283793,0.00466465950012207,5.9577745089729195e-05,0.01,4,128,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.656,0.66,0.664,0.656,0.664,0.8300000000000001,0.0035777087639996667,97,0.656,0.66,0.664,0.656,0.664,0.66,0.0035777087639996667,97
135,0.09275546073913574,0.008506704716382204,0.005026102066040039,0.0004371300976452097,0.01,4,128,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.656,0.66,0.664,0.656,0.664,0.8300000000000001,0.0035777087639996667,97,0.656,0.66,0.664,0.656,0.664,0.66,0.0035777087639996667,97
136,0.08323631286621094,0.001964047566419722,0.004796838760375977,4.275360358272352e-05,0.01,4,128,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.656,0.66,0.664,0.656,0.664,0.8300000000000001,0.0035777087639996667,97,0.656,0.66,0.664,0.656,0.664,0.66,0.0035777087639996667,97
137,0.08357729911804199,0.0015513235357695514,0.0046863555908203125,0.00010046869530119424,0.01,4,128,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.656,0.66,0.664,0.656,0.664,0.8300000000000001,0.0035777087639996667,97,0.656,0.66,0.664,0.656,0.664,0.66,0.0035777087639996667,97
138,0.08295512199401855,0.0020102031209943373,0.004678249359130859,9.387336071706192e-05,0.01,4,128,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.656,0.66,0.664,0.656,0.664,0.8300000000000001,0.0035777087639996667,97,0.656,0.66,0.664,0.656,0.664,0.66,0.0035777087639996667,97
139,0.08744249343872071,0.004761636365671228,0.004669904708862305,0.00010704202983817014,0.01,4,128,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.656,0.66,0.664,0.656,0.664,0.8300000000000001,0.0035777087639996667,97,0.656,0.66,0.664,0.656,0.664,0.66,0.0035777087639996667,97
198,0.09393768310546875,0.0024011114547738874,0.005119752883911133,0.00022655367911160858,0.01,5,128,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.66,0.668,0.664,0.644,0.664,0.8300000000000001,0.00839047078536122,97,0.66,0.668,0.664,0.644,0.664,0.66,0.00839047078536122,97
199,0.09657812118530273,0.002845105316736403,0.006295394897460937,0.002364457223331704,0.01,5,128,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.66,0.668,0.664,0.644,0.664,0.8300000000000001,0.00839047078536122,97,0.66,0.668,0.664,0.644,0.664,0.66,0.00839047078536122,97
264,0.107012939453125,0.005045068544882923,0.005464410781860352,0.00012239273896835878,0.01,6,128,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
263,0.10518884658813477,0.0021980987472329403,0.005882358551025391,0.0010021959908579816,0.01,6,128,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
194,0.09494471549987793,0.0024130500501412847,0.005137157440185547,0.00012697945219215776,0.01,5,128,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.66,0.668,0.664,0.644,0.664,0.8300000000000001,0.00839047078536122,97,0.66,0.668,0.664,0.644,0.664,0.66,0.00839047078536122,97
265,0.10609383583068847,0.0025814751604354706,0.005540037155151367,8.072792532930873e-05,0.01,6,128,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
267,0.1058995246887207,0.002885543575511623,0.006365442276000976,0.0013778999312257557,0.01,6,128,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
195,0.0992279052734375,0.0053987790134591845,0.005150270462036133,0.0002266838613306718,0.01,5,128,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.66,0.668,0.664,0.644,0.664,0.8300000000000001,0.00839047078536122,97,0.66,0.668,0.664,0.644,0.664,0.66,0.00839047078536122,97
266,0.10388741493225098,0.0032982389465932216,0.0054590702056884766,0.00011673495648748048,0.01,6,128,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.656,0.664,0.672,0.652,0.656,0.8300000000000001,0.007155417527999333,97,0.656,0.664,0.672,0.652,0.656,0.66,0.007155417527999333,97
268,0.11727614402770996,0.016142535223160115,0.007059526443481445,0.0017740602336490778,0.01,6,128,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.656,0.664,0.668,0.652,0.656,0.8292,0.005878775382679633,125,0.656,0.664,0.668,0.652,0.656,0.6592,0.005878775382679633,125
269,0.10605397224426269,0.0029610471566221897,0.005441474914550781,0.00013369780954359137,0.01,6,128,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.656,0.664,0.668,0.652,0.656,0.8292,0.005878775382679633,125,0.656,0.664,0.668,0.652,0.656,0.6592,0.005878775382679633,125
